DIAG_PRINC,TOTAL_OCORRENCIAS,valor_total,idade_media,sexo_majoritario,total_masculino,total_feminino,total_ignorado,descricao_cid
C260,104,145802.61,66.17307692307692,Feminino,43,61,0,Neoplasia maligna de outros orgaos digestivos e de localizacoes mal definidas no aparelho digestivo
O208,104,17028.22,29.39423076923077,Feminino,0,104,0,Hemorragia do inicio da gravidez
M659,104,64934.74,48.66346153846154,Feminino,39,65,0,Sinovite e tenossinovite
F39 ,103,80013.09,38.54368932038835,Feminino,39,64,0,Transtorno do humor [afetivo] nao especificado
A86 ,103,266200.42,29.135922330097088,Masculino,60,43,0,"Encefalite viral, nao especificada"
E111,103,146494.51,43.42718446601942,Feminino,35,68,0,Diabetes mellitus nao-insulino-dependente
K079,103,121253.81999999999,30.33009708737864,Feminino,41,62,0,Anomalias dentofaciais (inclusive a maloclusao)
I723,103,2250089.93,64.74757281553399,Masculino,81,22,0,Outros aneurismas
I829,103,288199.35,58.87378640776699,Feminino,43,60,0,Outra embolia e trombose venosas
N907,102,43165.68,45.05882352941177,Feminino,0,102,0,Outros transtornos nao-inflamatorios da vulva e do perineo
I313,102,297361.17,59.15686274509804,Masculino,57,45,0,Outras doencas do pericardio
S620,102,51724.21,29.764705882352942,Masculino,92,10,0,Fratura ao nivel do punho e da mao
K056,102,38050.67,29.215686274509803,Feminino,36,66,0,Gengivite e doencas periodontais
K918,101,78447.61,51.97029702970297,Feminino,45,56,0,"Transtornos do aparelho digestivo pos-procedimentos, nao classificados em outra parte"
M008,101,94426.7,46.00990099009901,Masculino,69,32,0,Artrite piogenica
C924,101,418631.87,35.693069306930695,Feminino,47,54,0,Leucemia mieloide
T658,101,88109.78,37.504950495049506,Feminino,49,52,0,Efeito toxico de outras substancias e as nao especificadas
F313,101,68994.14,41.48514851485149,Feminino,25,76,0,Transtorno afetivo bipolar
T639,101,32873.07,43.881188118811885,Masculino,69,32,0,Efeito toxico de contato com animais venenosos
K908,101,46498.42,54.04950495049505,Feminino,46,55,0,Ma-absorcao intestinal
I742,101,358745.4,58.227722772277225,Feminino,46,55,0,Embolia e trombose arteriais
C950,101,548680.15,41.68316831683168,Feminino,50,51,0,Leucemia de tipo celular nao especificado
C795,101,505249.31,59.2970297029703,Feminino,46,55,0,Neoplasia maligna secundaria de outras localizacoes
F919,101,62724.92,33.56435643564357,Masculino,51,50,0,Disturbios de conduta
O031,101,24969.75,30.316831683168317,Feminino,0,101,0,Aborto espontaneo
J958,100,402290.59,49.55,Masculino,62,38,0,Afeccoes respiratorias pos-procedimentos nao classificadas em outra parte
C152,100,260472.45,63.57,Masculino,72,28,0,Neoplasia maligna do esofago
E840,100,175592.92,22.22,Feminino,48,52,0,Fibrose cistica
S680,100,47887.89,47.28,Masculino,90,10,0,Amputacao traumatica ao nivel do punho e da mao
K601,100,27323.05,48.54,Feminino,47,53,0,Fissura e fistula das regioes anal e retal
A410,100,371811.23,59.42,Masculino,51,49,0,Outras septicemias
F191,100,70370.23,34.6,Masculino,69,31,0,Transtornos mentais e comportamentais devidos ao uso de multiplas drogas e ao uso de outras substancias psicoativas
N298,99,101337.72,52.26262626262626,Masculino,55,44,0,Outros transtornos do rim e do ureter em doencas classificadas em outra parte
C729,99,143752.99,44.313131313131315,Masculino,59,40,0,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central"
S624,99,47768.07,33.7979797979798,Masculino,86,13,0,Fratura ao nivel do punho e da mao
R520,99,120562.71,54.111111111111114,Feminino,41,58,0,Dor nao classificada em outra parte
K871,99,125772.95999999999,57.17171717171717,Feminino,49,50,0,"Transtornos da vesicula biliar, das vias biliares e do pancreas em doencas classificadas em outra parte"
S028,99,216854.85,40.09090909090909,Masculino,78,21,0,Fratura do cranio e dos ossos da face
M068,99,405293.03,61.09090909090909,Feminino,32,67,0,Outras artrites reumatoides
T16 ,99,24342.51,21.262626262626263,Feminino,49,50,0,Corpo estranho no ouvido
I607,99,848999.12,59.76767676767677,Feminino,38,61,0,Hemorragia subaracnoide
M200,99,31074.04,46.37373737373738,Masculino,50,49,0,Deformidades adquiridas dos dedos das maos e dos pes
D414,99,120352.93,66.24242424242425,Masculino,64,35,0,Neoplasia de comportamento incerto ou desconhecido dos orgaos urinarios
H332,99,329975.88,60.24242424242424,Feminino,48,51,0,Descolamentos e defeitos da retina
I340,98,2726915.25,63.53061224489796,Masculino,62,36,0,Transtornos nao-reumaticos da valva mitral
C34 ,98,278335.32,68.27551020408163,Masculino,52,46,0,Neoplasia maligna dos bronquios e dos pulmoes
O326,98,70599.55,25.908163265306122,Feminino,0,98,0,"Assistencia prestada a mae por motivo de apresentacao anormal, conhecida ou suspeitada, do feto"
N838,98,102889.41,37.683673469387756,Feminino,0,98,0,"Transtornos nao-inflamatorios do ovario, da trompa de Falopio e do ligamento largo"
H709,97,35722.42,22.1340206185567,Masculino,49,48,0,Mastoidite e afeccoes correlatas
F258,97,73266.4,42.72164948453608,Masculino,53,44,0,Transtornos esquizoafetivos
C227,97,281489.55,63.16494845360825,Masculino,52,45,0,Neoplasia maligna do figado e das vias biliares intra-hepaticas
N138,97,134792.68,52.75257731958763,Feminino,44,53,0,Uropatia obstrutiva e por refluxo
O368,97,80489.02,26.7319587628866,Feminino,0,97,0,Assistencia prestada a mae por outros problemas fetais conhecidos ou suspeitados
O730,97,28894.4,27.391752577319586,Feminino,1,96,0,"Retencao da placenta e das membranas, sem hemorragias"
N412,97,39856.91,66.9278350515464,Masculino,97,0,0,Doencas inflamatorias da prostata
H939,97,38794.28,20.02061855670103,Masculino,62,35,0,Outros transtornos do ouvido nao classificados em outra parte
N132,97,94850.32,50.97938144329897,Masculino,52,45,0,Uropatia obstrutiva e por refluxo
R568,97,93658.39,43.5360824742268,Masculino,50,47,0,"Convulsoes, nao classificadas em outra parte"
K919,97,164980.07,54.25773195876289,Masculino,51,46,0,"Transtornos do aparelho digestivo pos-procedimentos, nao classificados em outra parte"
H652,97,61779.979999999996,17.65979381443299,Masculino,54,43,0,Otite media nao-supurativa
F25 ,96,148978.07,39.833333333333336,Masculino,53,43,0,Transtornos esquizoafetivos
O82 ,96,68961.87,27.21875,Feminino,0,96,0,Parto unico por cesariana
K229,96,131071.45,55.6875,Masculino,56,40,0,Outras doencas do esofago
P219,95,874000.75,0.5368421052631579,Masculino,56,39,0,Asfixia ao nascer
K132,95,37122.84,48.50526315789474,Feminino,43,52,0,Outras doencas do labio e da mucosa oral
C068,95,181566.86,59.084210526315786,Masculino,71,24,0,Neoplasia maligna de outras partes e de partes nao especificadas da boca
S122,95,493272.54,47.90526315789474,Masculino,83,12,0,Fratura do pescoco
L080,95,54661.46,51.27368421052632,Masculino,51,44,0,Outras infeccoes localizadas da pele e do tecido subcutaneo
M259,95,18266.57,47.757894736842104,Feminino,43,52,0,Outros transtornos articulares nao classificados em outra parte
S983,95,88392.56999999999,62.95789473684211,Masculino,71,24,0,Amputacao traumatica do tornozelo e do pe
C166,95,211349.19,64.47368421052632,Masculino,61,34,0,Neoplasia maligna do estomago
H660,95,36225.35,15.610526315789473,Feminino,43,52,0,Otite media supurativa e as nao especificadas
C503,94,238691.75,58.234042553191486,Feminino,0,94,0,Neoplasia maligna da mama
B028,94,31632.52,59.840425531914896,Feminino,39,55,0,Herpes zoster [Zona]
O681,94,71720.14,26.93617021276596,Feminino,0,94,0,Trabalho de parto e parto complicados por sofrimento fetal
M779,93,25755.66,55.31182795698925,Feminino,27,66,0,Outras entesopatias
C151,93,307487.48,64.50537634408602,Masculino,53,40,0,Neoplasia maligna do esofago
O620,93,70263.37,26.763440860215052,Feminino,0,93,0,Anormalidades da contracao uterina
T868,93,300642.27,39.236559139784944,Masculino,60,33,0,Falha e rejeicao de orgaos e tecidos transplantados
J438,93,148534.78,66.0,Feminino,45,48,0,Enfisema
K518,93,60318.92,50.516129032258064,Feminino,42,51,0,Colite ulcerativa
T858,93,42920.19,45.634408602150536,Masculino,58,35,0,"Complicacoes de outros dispositivos proteticos, implantes e enxertos internos"
F105,93,70290.56,47.53763440860215,Masculino,70,23,0,Transtornos mentais e comportamentais devidos ao uso de alcool
O121,93,24596.71,26.78494623655914,Feminino,0,93,0,"Edema e proteinuria gestacionais [induzidos pela gravidez], sem hipertensao"
R042,93,236101.9,52.333333333333336,Masculino,52,41,0,Hemorragia das vias respiratorias
S052,92,46089.55,41.119565217391305,Masculino,79,13,0,Traumatismo do olho e da orbita ocular
C835,92,518602.89,35.77173913043478,Masculino,70,22,0,Linfoma nao-Hodgkin difuso
J841,91,146415.34,67.76923076923077,Masculino,47,44,0,Outras doencas pulmonares intersticiais
T020,91,49466.33,40.81318681318681,Masculino,66,25,0,Fraturas envolvendo multiplas regioes do corpo
F104,91,82744.51,51.252747252747255,Masculino,86,5,0,Transtornos mentais e comportamentais devidos ao uso de alcool
S913,91,50308.83,44.8021978021978,Masculino,71,20,0,Ferimentos do tornozelo e do pe
I632,91,259543.4,68.61538461538461,Masculino,51,40,0,Infarto cerebral
C673,91,135945.56,70.12087912087912,Masculino,64,27,0,Neoplasia maligna da bexiga
O054,91,22130.26,29.791208791208792,Feminino,0,91,0,Outros tipos de aborto
I770,91,325457.75,58.21978021978022,Masculino,46,45,0,Outras afeccoes das arterias e arteriolas
C491,90,311421.62,58.46666666666667,Masculino,57,33,0,Neoplasia maligna do tecido conjuntivo e de outros tecidos moles
M758,90,63156.55,58.08888888888889,Feminino,40,50,0,Lesoes do ombro
O030,90,23820.12,28.344444444444445,Feminino,0,90,0,Aborto espontaneo
P368,90,205903.51,3.488888888888889,Masculino,49,41,0,Septicemia bacteriana do recem-nascido
K296,90,37465.65,56.46666666666667,Feminino,42,48,0,Gastrite e duodenite
E65 ,90,66099.22,41.58888888888889,Feminino,2,88,0,Adiposidade localizada
C155,90,443183.52,64.27777777777777,Masculino,67,23,0,Neoplasia maligna do esofago
B348,90,35022.520000000004,17.011111111111113,Masculino,45,45,0,"Doencas por virus, de localizacao nao especificada"
K829,89,59705.58,54.50561797752809,Feminino,36,53,0,Outras doencas da vesicula biliar
S218,89,194473.95,49.38202247191011,Masculino,45,44,0,Ferimento do torax
M190,89,281595.41000000003,63.87640449438202,Feminino,29,60,0,Outras artroses
F252,89,98574.03,43.47191011235955,Feminino,31,58,0,Transtornos esquizoafetivos
T911,89,406774.58,51.87640449438202,Masculino,47,42,0,Sequelas de traumatismos do pescoco e do tronco
H409,89,119840.3,59.19101123595506,Feminino,39,50,0,Glaucoma
T847,88,142259.8,54.44318181818182,Masculino,54,34,0,"Complicacoes de dispositivos proteticos, implantes e enxertos ortopedicos internos"
E876,88,64095.17,61.18181818181818,Feminino,24,64,0,Outros transtornos do equilibrio hidroeletrolitico e acido-basico
C768,88,95386.16,61.88636363636363,Masculino,46,42,0,Neoplasia maligna de outras localizacoes e de localizacoes mal definidas
K20 ,88,50879.61,47.96590909090909,Masculino,49,39,0,Esofagite
C248,88,275798.4,67.70454545454545,Masculino,44,44,0,"Neoplasia maligna de outras partes, e de partes nao especificadas das vias biliares"
N459,88,17308.54,46.125,Masculino,88,0,0,Orquite e epididimite
M199,88,55297.76,52.40909090909091,Masculino,47,41,0,Outras artroses
A49 ,88,84738.93,61.04545454545455,Masculino,44,44,0,Infeccao bacteriana de localizacao nao especificada
D397,88,50996.01,51.28409090909091,Feminino,0,88,0,Neoplasia de comportamento incerto ou desconhecido dos orgaos genitais femininos
C021,88,256256.41,60.93181818181818,Masculino,48,40,0,Neoplasia maligna de outras partes e de partes nao especificadas da lingua
F301,87,90215.35,37.172413793103445,Feminino,3,84,0,Episodio maniaco
S929,87,46068.74,42.241379310344826,Masculino,62,25,0,Fratura do pe (exceto do tornozelo)
S369,87,151851.45,39.37931034482759,Masculino,68,19,0,Traumatismo de orgaos intra-abdominais
S837,87,316013.88,39.50574712643678,Masculino,53,34,0,"Luxacao, entorse e distensao das articulacoes e dos ligamentos do joelho"
C154,87,326676.34,62.98850574712644,Masculino,57,30,0,Neoplasia maligna do esofago
O709,87,14410.68,27.977011494252874,Feminino,0,87,0,Laceracao do perineo durante o parto
E875,87,78013.48,69.91954022988506,Masculino,48,39,0,Outros transtornos do equilibrio hidroeletrolitico e acido-basico
E147,87,49242.28,63.666666666666664,Feminino,40,47,0,Diabetes mellitus nao especificado
F701,86,101044.41,32.13953488372093,Masculino,49,37,0,Retardo mental leve
G309,86,143697.5,81.0,Feminino,32,54,0,Doenca de Alzheimer
D211,86,35623.81,51.45348837209303,Feminino,38,48,0,Outras neoplasias benignas do tecido conjuntivo e de outros tecidos moles
N151,86,155089.09,50.26744186046512,Feminino,38,48,0,Outras doencas renais tubulo-intersticiais
K578,86,254005.31,61.66279069767442,Feminino,41,45,0,Doenca diverticular do intestino
O219,86,19077.24,26.267441860465116,Feminino,0,86,0,Vomitos excessivos na gravidez
P590,86,61685.909999999996,4.395348837209302,Feminino,41,45,0,Ictericia neonatal devida a outras causas e as nao especificadas
L020,86,46501.78,31.267441860465116,Masculino,53,33,0,"Abscesso cutaneo, furunculo e antraz"
C240,86,304467.42,63.98837209302326,Feminino,37,49,0,"Neoplasia maligna de outras partes, e de partes nao especificadas das vias biliares"
C436,86,125768.64,62.174418604651166,Feminino,29,57,0,Melanoma maligno da pele
J13 ,86,152440.7,53.43023255813954,Masculino,49,37,0,Pneumonia devida a Streptococcus pneumoniae
M654,85,32001.12,52.705882352941174,Feminino,9,76,0,Sinovite e tenossinovite
S365,85,362274.12,41.811764705882354,Masculino,69,16,0,Traumatismo de orgaos intra-abdominais
M239,85,240984.54,46.258823529411764,Feminino,42,43,0,Transtornos internos dos joelhos
S666,84,70074.22,38.67857142857143,Masculino,68,16,0,Traumatismo de musculo e tendao ao nivel do punho e da mao
C793,84,239346.34,59.98809523809524,Feminino,40,44,0,Neoplasia maligna secundaria de outras localizacoes
B029,84,26460.64,56.95238095238095,Feminino,37,47,0,Herpes zoster [Zona]
S220,84,227834.03,51.32142857142857,Masculino,54,30,0,"Fratura de costela(s), esterno e coluna toracica"
F230,84,93223.56999999999,40.404761904761905,Feminino,40,44,0,Transtornos psicoticos agudos e transitorios
T08 ,83,157630.8,51.602409638554214,Masculino,46,37,0,"Fratura da coluna, nivel nao especificado"
P051,83,397856.34,1.3132530120481927,Masculino,44,39,0,Crescimento fetal retardado e desnutricao fetal
K461,83,93138.06,55.93975903614458,Masculino,42,41,0,Hernia abdominal nao especificada
L729,83,16206.46,46.373493975903614,Feminino,39,44,0,Cistos foliculares da pele e do tecido subcutaneo
L021,82,42243.26,25.158536585365855,Masculino,45,37,0,"Abscesso cutaneo, furunculo e antraz"
E870,82,64238.97,67.52439024390245,Feminino,38,44,0,Outros transtornos do equilibrio hidroeletrolitico e acido-basico
I50 ,82,198104.16,70.60975609756098,Masculino,49,33,0,Insuficiencia cardiaca
I270,82,108967.20999999999,50.90243902439025,Feminino,23,59,0,Outras formas de doenca cardiaca pulmonar
C911,82,90330.96,69.42682926829268,Masculino,49,33,0,Leucemia linfoide
C519,82,112635.81,58.707317073170735,Feminino,0,82,0,Neoplasia maligna da vulva
C782,82,180960.12,60.829268292682926,Feminino,39,43,0,Neoplasia maligna secundaria dos orgaos respiratorios e digestivos
H259,82,101143.83,69.02439024390245,Feminino,33,49,0,Catarata senil
M966,82,223766.29,66.07317073170732,Masculino,43,39,0,Transtornos osteomusculares pos-procedimentos nao classificados em outra parte
C069,82,181830.73,61.30487804878049,Masculino,55,27,0,Neoplasia maligna de outras partes e de partes nao especificadas da boca
K389,82,74428.38,31.79268292682927,Feminino,39,43,0,Outras doencas do apendice
C713,81,538433.9299999999,54.24691358024691,Feminino,40,41,0,Neoplasia maligna do encefalo
F231,81,62081.22,40.18518518518518,Feminino,40,41,0,Transtornos psicoticos agudos e transitorios
F194,81,79694.68,35.72839506172839,Masculino,62,19,0,Transtornos mentais e comportamentais devidos ao uso de multiplas drogas e ao uso de outras substancias psicoativas
K709,81,60821.18,51.65432098765432,Masculino,70,11,0,Doenca alcoolica do figado
O628,81,62869.33,28.28395061728395,Feminino,0,81,0,Anormalidades da contracao uterina
D180,81,97012.22,44.358024691358025,Feminino,34,47,0,Hemangioma e linfangioma de qualquer localizacao
F411,81,33956.31,42.98765432098765,Feminino,23,58,0,Outros transtornos ansiosos
K613,81,62575.13,45.864197530864196,Masculino,50,31,0,Abscesso das regioes anal e retal
I339,81,441668.33,57.80246913580247,Masculino,57,24,0,Endocardite aguda e subaguda
D464,81,68588.71,65.5679012345679,Feminino,37,44,0,Sindromes mielodisplasicas
I609,80,876904.29,56.6,Feminino,21,59,0,Hemorragia subaracnoide
C170,80,538399.3,65.8125,Feminino,26,54,0,Neoplasia maligna do intestino delgado
F331,80,44753.14,41.8625,Feminino,28,52,0,Transtorno depressivo recorrente
D171,80,35062.96,52.6625,Masculino,48,32,0,Neoplasia lipomatosa benigna
M002,80,68727.85,44.5625,Masculino,56,24,0,Artrite piogenica
K35 ,80,42500.77,35.8125,Masculino,44,36,0,Apendicite aguda
T846,80,57812.09,45.3125,Masculino,49,31,0,"Complicacoes de dispositivos proteticos, implantes e enxertos ortopedicos internos"
F201,80,98702.92,38.525,Masculino,53,27,0,Esquizofrenia
O731,80,19235.29,27.4,Feminino,0,80,0,"Retencao da placenta e das membranas, sem hemorragias"
E116,80,63306.62,65.35,Feminino,25,55,0,Diabetes mellitus nao-insulino-dependente
D093,80,67960.38,51.15,Feminino,4,76,0,Carcinoma in situ de outras localizacoes e das nao especificadas
H448,80,54649.64,50.275,Masculino,43,37,0,Transtornos do globo ocular
T921,80,53363.21,46.9625,Masculino,50,30,0,Sequelas de traumatismos do membro superior
I693,79,189514.58,67.51898734177215,Masculino,42,37,0,Sequelas de doencas cerebrovasculares
D320,79,435148.06,55.59493670886076,Feminino,25,54,0,Neoplasia benigna das meninges
S667,79,48935.54,42.51898734177215,Masculino,67,12,0,Traumatismo de musculo e tendao ao nivel do punho e da mao
F710,79,112261.17,30.303797468354432,Masculino,54,25,0,Retardo mental moderado
M513,79,551881.44,54.075949367088604,Masculino,40,39,0,Outros transtornos de discos intervertebrais
K701,79,87911.28,53.0,Masculino,71,8,0,Doenca alcoolica do figado
D261,79,109937.64,50.962025316455694,Feminino,1,78,0,Outras neoplasias benignas do utero
O218,78,17126.079999999998,24.846153846153847,Feminino,0,78,0,Vomitos excessivos na gravidez
O641,78,59742.38,26.935897435897434,Feminino,0,78,0,Obstrucao do trabalho de parto devida a ma-posicao ou ma-apresentacao do feto
K900,78,65843.86,54.91025641025641,Masculino,41,37,0,Ma-absorcao intestinal
L023,78,36557.75,33.80769230769231,Feminino,37,41,0,"Abscesso cutaneo, furunculo e antraz"
K421,78,67435.31,53.217948717948715,Masculino,46,32,0,Hernia umbilical
C251,78,185384.96,62.294871794871796,Masculino,42,36,0,Neoplasia maligna do pancreas
O069,78,18801.7,30.833333333333332,Feminino,0,78,0,Aborto nao especificado
S325,78,105538.4,50.84615384615385,Masculino,42,36,0,Fratura da coluna lombar e da pelve
I691,78,321281.4,64.52564102564102,Feminino,36,42,0,Sequelas de doencas cerebrovasculares
N450,77,27423.39,51.20779220779221,Masculino,77,0,0,Orquite e epididimite
D485,77,115857.87,54.72727272727273,Feminino,36,41,0,Neoplasia de comportamento incerto ou desconhecido de outras localizacoes e de localizacoes nao especificadas
N483,77,56076.009999999995,39.532467532467535,Masculino,77,0,0,Outros transtornos do penis
O996,77,24113.37,26.844155844155843,Feminino,0,77,0,"Outras doencas da mae, classificadas em outra parte, mas que complicam a gravidez o parto e o puerperio"
K521,77,43743.17,49.54545454545455,Feminino,35,42,0,Outras gastroenterites e colites nao-infecciosas
G09 ,77,170469.51,60.896103896103895,Masculino,39,38,0,Sequelas de doencas inflamatorias do sistema nervoso central
J47 ,77,110379.35,51.35064935064935,Feminino,36,41,0,Bronquectasia
R190,77,147567.3,45.37662337662338,Feminino,35,42,0,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome
A539,77,103922.08,13.896103896103897,Masculino,45,32,0,Outras formas e as nao especificadas da sifilis
C712,77,529490.91,54.97402597402598,Masculino,39,38,0,Neoplasia maligna do encefalo
Q549,77,36449.159999999996,5.311688311688312,Masculino,77,0,0,Hipospadias
P371,77,54185.07,2.103896103896104,Masculino,42,35,0,Outras doencas infecciosas e parasitarias congenitas
I741,76,478048.34,61.0,Masculino,46,30,0,Embolia e trombose arteriais
K509,76,65014.1,36.5,Feminino,34,42,0,Doenca de Crohn [enterite regional]
K913,76,185143.05,56.28947368421053,Masculino,42,34,0,"Transtornos do aparelho digestivo pos-procedimentos, nao classificados em outra parte"
O231,76,23672.26,26.355263157894736,Feminino,0,76,0,Infeccoes do trato geniturinario na gravidez
S427,76,61579.25,44.776315789473685,Masculino,47,29,0,Fratura do ombro e do braco
T293,75,567201.58,37.04,Masculino,53,22,0,Queimaduras e corrosoes de multiplas regioes do corpo
J951,75,379013.73,20.133333333333333,Masculino,50,25,0,Afeccoes respiratorias pos-procedimentos nao classificadas em outra parte
S315,75,37446.6,51.45333333333333,Masculino,42,33,0,"Ferimento do abdome, do dorso e da pelve"
I631,75,151290.28,66.09333333333333,Masculino,41,34,0,Infarto cerebral
O331,75,55662.02,26.72,Feminino,0,75,0,Assistencia prestada a mae por uma desproporcao conhecida ou suspeita
H728,74,54954.01,38.62162162162162,Feminino,27,47,0,Perfuracao da membrana do timpano
N852,74,48128.63,51.770270270270274,Feminino,0,74,0,"Outros transtornos nao-inflamatorios do utero, exceto do colo do utero"
G049,74,240597.6,40.58108108108108,Feminino,32,42,0,"Encefalite, mielite e encefalomielite"
N499,74,39797.51,53.689189189189186,Masculino,73,1,0,"Transtornos inflamatorios de orgaos genitais masculinos, nao classificados em outra parte"
N218,74,62755.86,47.2027027027027,Masculino,37,37,0,Calculose do trato urinario inferior
T825,74,683810.69,68.06756756756756,Masculino,50,24,0,"Complicacoes de dispositivos proteticos, implantes e enxertos cardiacos e vasculares"
F388,74,44665.58,39.54054054054054,Feminino,15,59,0,Outros transtornos do humor [afetivos]
S367,74,366706.24,37.37837837837838,Masculino,57,17,0,Traumatismo de orgaos intra-abdominais
T633,74,24964.12,42.21621621621622,Masculino,39,35,0,Efeito toxico de contato com animais venenosos
M738,74,49970.24,47.932432432432435,Feminino,30,44,0,Transtornos dos tecidos moles em doencas classificadas em outra parte
O038,74,19897.42,30.06756756756757,Feminino,0,74,0,Aborto espontaneo
S370,73,239493.47,38.136986301369866,Masculino,57,16,0,Traumatismo do aparelho urinario e de orgaos pelvicos
J949,73,141563.78,53.75342465753425,Masculino,47,26,0,Outras afeccoes pleurais
J030,73,25833.28,23.0,Masculino,41,32,0,Amigdalite aguda
D172,73,30483.1,51.83561643835616,Feminino,27,46,0,Neoplasia lipomatosa benigna
O211,73,12552.67,24.19178082191781,Feminino,0,73,0,Vomitos excessivos na gravidez
C178,73,266114.58,63.821917808219176,Feminino,32,41,0,Neoplasia maligna do intestino delgado
C829,73,102202.41,58.082191780821915,Feminino,33,40,0,"Linfoma nao-Hodgkin, folicular (nodular)"
K561,73,134974.02,19.041095890410958,Feminino,35,38,0,Ileo paralitico e obstrucao intestinal sem hernia
Z941,73,182747.08,48.95890410958904,Masculino,37,36,0,Orgaos e tecidos transplantados
Q374,73,111935.16,15.123287671232877,Masculino,44,29,0,Fenda labial com fenda palatina
L949,73,47712.14,48.78082191780822,Feminino,33,40,0,Outras afeccoes localizadas do tecido conjuntivo
K047,73,35883.92,30.136986301369863,Masculino,38,35,0,Doencas da polpa e dos tecidos periapicais
I600,72,166867.72,71.76388888888889,Feminino,33,39,0,Hemorragia subaracnoide
A158,72,153929.38,45.166666666666664,Masculino,54,18,0,"Tuberculose respiratoria, com confirmacao bacteriologica e histologica"
D372,72,346333.38,54.916666666666664,Feminino,31,41,0,Neoplasia de comportamento incerto ou desconhecido da cavidade oral e dos orgaos digestivos
D469,72,106040.66,60.833333333333336,Masculino,38,34,0,Sindromes mielodisplasicas
B220,72,287223.93,44.59722222222222,Feminino,35,37,0,Doenca pelo virus da imunodeficiencia humana [HIV] resultando em outras doencas especificadas
O009,72,51452.85,29.65277777777778,Feminino,0,72,0,Gravidez ectopica
M678,72,22372.22,50.47222222222222,Feminino,31,41,0,Outros transtornos das sinovias e dos tendoes
M665,72,52093.13,44.25,Masculino,62,10,0,Ruptura espontanea de sinovia e de tendao
F840,72,43980.19,13.63888888888889,Masculino,56,16,0,Transtornos globais do desenvolvimento
I249,72,918408.97,62.138888888888886,Masculino,47,25,0,Outras doencas isquemicas agudas do coracao
D376,72,124748.83,64.16666666666667,Masculino,40,32,0,Neoplasia de comportamento incerto ou desconhecido da cavidade oral e dos orgaos digestivos
Q369,71,107460.06,11.267605633802816,Masculino,39,32,0,Fenda labial
T810,71,33702.270000000004,49.25352112676056,Feminino,30,41,0,Complicacoes de procedimentos nao classificadas em outra parte
L948,71,65880.37000000001,47.40845070422535,Feminino,32,39,0,Outras afeccoes localizadas do tecido conjuntivo
F700,71,115404.15,32.394366197183096,Feminino,32,39,0,Retardo mental leve
I440,71,149731.11,69.73239436619718,Masculino,37,34,0,Bloqueio atrioventricular e do ramo esquerdo
J418,71,75446.4,13.070422535211268,Masculino,36,35,0,Bronquite cronica simples e a mucopurulenta
P748,71,35249.520000000004,5.042253521126761,Masculino,45,26,0,Outros disturbios eletroliticos e metabolicos transitorios do periodo neonatal
C165,71,254824.41,59.7887323943662,Masculino,36,35,0,Neoplasia maligna do estomago
S029,71,157041.55,40.61971830985915,Masculino,55,16,0,Fratura do cranio e dos ossos da face
J328,71,58916.46,43.57746478873239,Feminino,34,37,0,Sinusite cronica
O330,71,57246.41,26.549295774647888,Feminino,0,71,0,Assistencia prestada a mae por uma desproporcao conhecida ou suspeita
C18 ,71,145408.32,63.436619718309856,Masculino,42,29,0,Neoplasia maligna do colon
M949,70,103779.45999999999,51.042857142857144,Feminino,19,51,0,Outros transtornos das cartilagens
K290,70,44076.64,62.48571428571429,Feminino,30,40,0,Gastrite e duodenite
L986,70,29505.35,46.7,Masculino,37,33,0,Outras afeccoes da pele e do tecido subcutaneo nao classificadas em outra parte
L918,70,48078.38,44.2,Feminino,14,56,0,Afeccoes hipertroficas da pele
S981,70,31699.34,50.52857142857143,Masculino,52,18,0,Amputacao traumatica do tornozelo e do pe
K559,70,145696.33,55.25714285714286,Masculino,37,33,0,Transtornos vasculares do intestino
C52 ,70,100418.15,52.785714285714285,Feminino,0,70,0,Neoplasia maligna da vagina
T203,70,299957.68,31.228571428571428,Masculino,46,24,0,Queimadura e corrosao da cabeca e pescoco
T310,70,81312.49,25.957142857142856,Masculino,40,30,0,Queimaduras classificadas segundo a extensao da superficie corporal atingida
L039,70,42185.8,45.885714285714286,Masculino,42,28,0,Celulite (Flegmao)
K090,70,35493.02,36.01428571428571,Feminino,32,38,0,Cistos da regiao bucal nao classificados em outra parte
N308,70,33885.17,57.48571428571429,Feminino,30,40,0,Cistite
I050,70,1688783.84,56.957142857142856,Feminino,28,42,0,Doencas reumaticas da valva mitral
C720,70,264997.88,38.67142857142857,Feminino,33,37,0,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central"
C028,69,172286.72,63.18840579710145,Masculino,56,13,0,Neoplasia maligna de outras partes e de partes nao especificadas da lingua
K571,69,119677.94,62.57971014492754,Feminino,31,38,0,Doenca diverticular do intestino
I888,69,39452.94,25.73913043478261,Masculino,39,30,0,Linfadenite inespecifica
K100,69,86844.98999999999,33.52173913043478,Feminino,32,37,0,Outras doencas dos maxilares
D400,69,98196.01,72.4927536231884,Masculino,69,0,0,Neoplasia de comportamento incerto ou desconhecido dos orgaos genitais masculinos
N39 ,69,42983.64,65.26086956521739,Feminino,32,37,0,Outros transtornos do trato urinario
